FID,species,TAG0305,jan38,oct43,jun54,may67,jan80,may94,jul04,aug12,jul14,jun16,jul18,aug20,POINT_X,POINT_Y,usecode,surfgeol,soilgrid,tpi_500,slope9m,floaccum9m,solradmara
1315,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769565.7673,3844774.009,1,Qbf,15,-27.9640999,3.55425,20,1098220
1316,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769536.3052,3844756.198,1,Qbf,15,-29.4810009,0,5,1092520
1317,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,769538.817,3844733.592,2,Qbf,15,-29.0349007,0,8,1092000
1318,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769533.7806,3844738.982,1,Qbf,15,-29.1592999,0,2899,1092120
1319,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769503.2222,3844738.069,1, Qbf,16,-29.3950005,1.12525,46,1086570
1320,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,769558.9439,3844724.824,1,Qbf,15,-27.7105007,6.0379901,4,1075760
1321,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769515.2228,3844666.834,1,Qbf,16,-30.1604996,2.24963,25338,1094080
1322,QUDO,NA,2,2,2,2,2,2,2,2,1,0,0,0,769531.8943,3844680.587,1,Qbf,15,-29.0541992,2.24963,37,1095190
1323,QUDO,NA,2,2,2,2,2,2,2,2,2,2,1,1,769532.0261,3844696.282NA9,1,Qbf,15,-28.4248009,3.55425,0,1095840
1324,QUDO,NA,2,2,2,2,2,0,0,0,0,0,0,0,769524.209,3844697.545,2,Qbf,15,-29.5657005,3.1798301,34,1086470
1325,QUDO,NA,2,2,2,2,0,0,0,0,0,0,0,0,769539.5694,3844690.101,2,Qbf,15,-28.1471996,3.55425,0,1095840
1326,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769541.2987,3844620.31,1,Qbf,15,-29.5366993,3.55425,1605,1103030
1327,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769533.2165,3844621.637,1,Qbf,15,-29.8211002,2.5148399,0,1100160
1328,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,769557.4199,3844577.93,1,Qbf,15,-28.0997009,0,0,1090650
1329,QUAG,NA,1,2,2,2,2,2,2,2,2,2,2,1,769561.5733,3844540.672,1,Qbf,15,-26.9568996,3.3722899,1,1101040
1330,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,0,769541.2396,3844533.894,1,Qbf,16,-27.3295994,0,0,1093260
1331,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,769543.6119,3844539.994,1,Qbf,16,-27.4116993,0,0,1093380
1332,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,769536.947,3844537.283,1,Qbf,16,-27.5785999,0,0,1093380
1333,QUDO,NA,1,1,1,1,1,1,1,1,1,1,1,1,769534.4618,3844535.024,1,Qbf,16,-27.5821991,1.12525,1,1096590
1334,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,769677.4729,3844284.279,2,Qbf,15,-28.1767006,5.02004,1,1096360
1335,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,769741,3844188,2,Qbf,9,-28.4447002,3.55425,6,1105630
1336,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,769730.0507,3844189.77,2,Qbf,9,-28.4326,4.05091,1,1108600
1337,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,769900.16388NA,3843882.947,2,Qbf,9,-33.8502007,7.0813498,0,1096210
1338,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769920.9507,3843874.135,1,Qbf,9,-30.3526001,9.5266104,0,1094610
1339,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769933.584,3843848.075,1,Qf,9,-30.4927998,7.0813498,25,1096470
1340,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769937.1396,3843837.545,1,Qf,9,-30.1345997,7.0813498,0,1095650
1341,QUSP,NA,2,2,2,2,2,0,0,0,0,0,0,0,769950.2937,3843688.547,2,Qbf,9,-33.8614998,3.3722899,8501,1097690
1342,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769954.0742,3843733.299,1,Qbf,9,-33.5574989,3.1798301,19,1100930
1343,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769956.9688,3843763.766,1,Qbf,9,-33.1030998,5.6089902,15,1096590
1344,QUSP,NA,2,2,2,2,2,0,0,0,0,0,0,0,769886.2199,3843761.396,2,Qf,9,-34.0792007,4.05091,5,1088680
1345,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769992.066,3843715.81,1,Qbf,9,-32.5457001,7.82868,54,1100060
1346,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769981.3709,3843720.86,1,Qbf,9,-33.8482018,6.81322,0,1096720
1347,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769992.2733,3843728.07,1,Qbf,16,-31.7982006,10.0853996,2,1098210
1348,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769984.4915,3843725.244,1,Qbf,9,-32.8516998,6.81322,0,1096720
1349,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770016.1015,3843682.561,1,Qbf,16,-31.2203007,12.3857002,0,1091820
1350,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769958.9281,3843784.841,1,Qbf,9,-30.5632992,12.9474001,4,1080440
1351,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770773.1539,3843538.742,1,Qc,8,26.1061001,27.4094009,0,949393
1352,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770775.107,3843541.447,1,Qc,8,24.1212997,27.7912998,6,948447
1353,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,770734.5469,3843570.461,1,Qc,8,31.8134995,24.6334991,1,947581
1354,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770769.4819,3843467.729,1,Qc,8,31.2642994,22.7996006,4,1010270
1355,QULO,2867,2,2,2,2,2,2,2,2,2,2,1,0,772181.4163,3842316.294,1,Qls,2,-24.9041004,10.0249996,1,1102620
1356,QULO,2884,2,2,2,2,2,2,2,2,2,2,2,1,769335.9297,3846202.914,1,Qt2,18,15.9883003,2.24963,1,1110560
1357,QULO,2883,2,2,2,2,2,2,2,2,2,2,2,2,769385.9525,3846194.35,1,Qt2,18,11.8397999,11.1665001,14,1115910
1358,QUAG,2880,2,2,2,2,2,2,2,2,2,2,2,1,769446.8262,3846404.374,1,Qt2,16,9.3883696,4.05091,2,1119980
1359,QULO,2879,2,2,2,2,2,2,2,2,2,2,2,2,769466.9298,3846409.027,1,Qt2,16,8.2435598,5.02004,0,1107430
1360,QUSP,NA,2,2,2,2,2,1,0,0,0,0,0,0,769462.5774,3846417.494,0,Qt2,16,8.09167,3.1798301,0,1102740
1361,QULO,2878,2,2,2,2,2,2,2,2,2,2,2,2,769429.2943,3846445.515,1,Qt2,16,10.6423998,1.12525,0,1108550
1362,QUDO,2877,2,2,2,2,2,2,2,2,2,2,2,1,769420.6484,3846474.079,1,Qt2,16,9.9892302,1.12525,2,1108360
1363,QUDO,NA,2,2,2,2,2,2,1,0,0,0,0,0,769404.67,3846495.529,1,Qt2,16,10.6749001,0,5,1105300
1364,QUDO,2876,2,2,2,2,2,2,2,2,2,2,2,2,769356.8441,3846440.042,1,Qt2,18,12.2308998,2.5148399,8,1114610
1365,QULO,2875,2,2,2,2,2,2,2,2,2,2,2,2,769337.5824,3846412.463,1,Qt2,18,11.64NA6,11.7937002,1,1079780
1366,QULO,1257,2,2,2,2,2,2,2,2,2,2,2,2,769094.38948NA,3846652.128,1,Qt2,16,10.5194998,4.6300201,4,1112150
1367,QUDO,NA,2,2,2,2,1,0,0,0,0,0,0,0,769057.6877,3846559.741,1,Qc,18,11.9757996,1.59114,3,1097270
1368,QUDO,1253,2,2,2,2,2,2,2,2,2,2,2,2,769048.029,3846582.883,1,Qc,18,12.0938997,1.12525,0,1108700
1369,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,769035.1459,3846567.08NA99,1,Qc,18,10.1455002,10.5553999,0,1107990
1370,QULO,1245,2,2,2,2,2,2,2,2,2,1,1,1,769125.1848,3846768.684,1,Qt2,16,10.5351,6.3401899,0,1099050
1371,QUDO,1246,2,2,2,2,2,2,2,2,2,2,2,2,769129.1093,3846795.756,1,Qt2,16,9.7725496,7.1684098,1,1100480
1372,QUDO,1278,2,2,2,2,2,2,2,2,2,2,2,2,769232.1154,3846821.144,1,Qt2,18,8.7385597,6.81322,0,1115620
1373,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769227.266,3846852.151,1,Qt2,18,10.9513998,3.3722899,0,1114640
1374,QUDO,1277,2,2,2,2,2,2,2,2,2,2,2,2,769222.091NA99,3846811.723NA9,1,Qt2,18,10.0679998,3.55425,0,1117800
1375,QUDO,1284,2,2,2,2,2,2,2,2,2,2,2,2,769234.3837,3846827.506,1,Qt2,18,9.5454397,7.9071598,0,1123730
1376,QUDO,1275,2,2,2,2,2,2,2,2,2,2,2,2,769217.8985,3846827.879,1,Qt2,18,10.6800003,3.55425,0,1117900
1377,QUDO,NA,2,2,2,2,2,2,1,0,0,0,0,0,769225.4057NA9,3846837.413,1,Qt2,18,10.3676004,4.4923501,0,1116550
1378,QULO,1274,2,2,2,2,2,2,1,1,1,1,1,1,769213.2916NA9,3846844.314NA9,1,Qt2,18,11.2138996,4.6300201,0,1120190
1379,QUDO,1285,2,2,2,2,2,2,2,2,2,2,2,2,769244.1629,3846848.035,1,Qt2,18,8.8933096,4.6300201,5,1119580
1380,QUDO,NA,2,2,1,0,0,0,0,0,0,0,0,0,769238.4365,3846853.989,1,Qt2,18,9.79529,4.6300201,2,1119680
1381,QUDO,1268,2,2,2,2,2,2,2,2,2,2,2,2,769221.0997NA9,3846789.751,1,Qt2,18,9.7454796,3.1798301,0,1118150
1382,QULO,NA,2,2,2,2,2,2,2,2,1,0,0,0,769233.011,3846803.071,1,Qt2,18,9.2726097,5.02004,0,1108300
1383,QULO,1287,2,2,2,2,2,2,2,2,2,2,2,2,769241.6614,3846872.279,1,Qt2,18,10.2657003,2.24963,0,1097860
1384,QULO,142,2,2,2,2,2,2,2,2,2,2,2,2,769152.1946,3847100.604,1,Qc,16,9.1659899,2.5148399,1,1108820
1385,QULO,2182,2,2,2,2,2,2,2,2,2,1,1,1,769143.0816,3847113.234,1,Qc,16,8.7825298,1.59114,0,1105920
1386,QULO,189,2,2,2,2,2,2,2,2,2,2,2,2,769163.6758,3847138.297,1,Qt2,16,8.9805002,1.59114,3,1112910
1387,QUAG,699,2,2,2,2,2,2,2,2,2,2,2,1,769178.1898,3847161.043,1,Qt2,16,9.0866404,1.12525,0,1109900
1388,QUDO,1495,2,2,2,2,2,2,2,2,2,2,2,2,769325.0628,3847153.028,1,Qt2,16,7.39258,5.6089902,0,1105640
1389,QUAG,1475,2,2,2,2,2,2,2,2,2,2,2,1,769233.5275,3847377.486,1,Qc,16,3.3359399,13.3512001,1,1058570
1390,QULO,2170,2,2,2,2,2,2,2,2,2,2,2,1,769230.4677,3847330.468,1,Qc,16,5.5023799,1.12525,0,1103020
1391,QUDO,1255,2,2,2,2,2,2,2,2,2,2,2,1,769131.66888NA,3846957.351,1,Qt2,18,8.1591797,3.55425,0,1110570
1392,QUAG,1227,2,2,2,2,2,2,2,2,2,2,2,2,769119.1012,3846945.776,1,Qt2,16,9.2996798,2.5148399,0,1108480
1393,QUDO,NA,2,2,2,2,1,0,0,0,0,0,0,0,769051.9640NA9,3846451.75,1,Qt2,18,12.4460001,2.5148399,0,1107420
1394,QUDO,1256,2,2,2,2,2,2,2,2,2,2,2,2,769062.6228NA9,3846491.882,1,Qt2,18,11.8001003,5.6089902,0,1096560
1395,QULO,1487,2,2,2,2,2,2,2,2,2,2,2,2,770453.2176,3843065.883,1,Qbf,9,-27.3757992,1.12525,168,1091140
1396,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770473.3563,3843062.582,1,Qbf,9,-26.4213009,0,32,1084420
1397,QUDO,NA,2,2,2,2,2,2,0,0,0,0,0,0,770474.0632,3843028.875,1,Qbf,9,-26.0492992,3.55425,0,1101150
1398,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771069.2297,3842683.827,1,Qc,16,-3.49701,22.2308006,0,1003670
1399,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771077.5641,3842674.301,1,Qc,16,-4.5300598,19.9092999,1,1027350
1400,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771046.6078,3842725.895,1,Qc,16,8.6745596,24.3320007,1,1028020
1401,QULO,NA,0,0,0,0,0,1,1,1,1,1,1,2,771048.9891,3842661.601,1,Qc,16,-1.72943,20.6718998,1,1113680
1402,QULO,NA,1,2,2,2,2,2,2,2,2,2,2,2,771066.2031,3842771.191,1,Qc,16,-0.254791,31.4559002,3,952040
1403,QUSP,NA,2,2,2,2,2,0,0,0,0,0,0,2,771086.6923,3842640.964,2,Qc,16,-10.1315002,12.9017,0,1119740
1404,QUSP,NA,1,1,1,1,0,0,0,0,0,0,0,0,770988.795,3842700.943,2,Qc,16,-4.7807899,31.3504009,8,1059080
1405,QUSP,NA,2,2,2,2,2,0,0,0,0,0,0,0,770870.2799,3842790.573,2,Qc,22,-1.44965,27.6595001,0,1075840
1406,QULO,NA,1,2,2,2,0,2,2,1,1,1,1,1,771061.8875,3842708.578,1,Qc,16,0.798462,26.7059002,4,1002910
1407,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771060.8156,3842729.75,1,Qc,16,2.1452899,27.8568001,3,990292
1408,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771075.6656,3842736.309,1,Qc,16,-5.3784499,24.1278,4,986721
1409,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,770927.6259,3842805.865,2,Qc,22,14.5564003,7.0813498,0,1115500
1410,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770902.9884,3842796.095,1,Qc,22,9.2019997,14.6844997,4,1115200
1411,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770919.1302,3842833.052,1,Qc,22,16.3097,2.5148399,0,1091750
1412,QUDO,2130,2,2,2,2,2,2,2,2,2,2,2,1,771267.343,3845091.974,1,Qc,8,-17.4407997,2.5148399,0,1097720
1413,QUDO,1326,2,2,2,2,2,2,2,2,2,2,2,2,771266.4161,3845083.887,1,Qc,8,-18.3244991,8.5076704,0,1118050
1414,QUAG,NA,2,2,2,2,2,2,2,2,2,0,0,0,770740.1633,3844456.703,1,Qc,15,-0.721558,9.96416,0,1066840
1415,QULO,2870,2,2,2,2,2,2,2,2,2,2,2,2,772188.2657,3842247.84,1,Qc,8,-16.8386002,20.5690002,0,970190
1416,QUSP,NA,2,1,0,0,0,0,0,0,0,0,0,0,772156.94418NA,3842265.406,1,Qls,2,-25.9969997,10.2643995,19,1044880
1417,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772376.0412,3842247.642,1,Qc,8,2.3022201,27.9384003,3,895378
1418,QUSP,NA,2,2,2,2,2,1,0,0,0,0,0,0,772194.2462,3841843.606,1,Qc,8,4.6841102,19.4990005,0,1000410
1419,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,771855.8721,3842075.087,1,Qc,8,-5.0577102,10.2643995,1,1051560
1420,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,771824.5634,3842093.504,1,Qc,8,-11.3698997,3.55425,18,1081180
1421,QUSP,NA,2,2,1,0,0,0,0,0,0,0,0,0,771865.0806,3842170.855,1,Qc,8,-13.2517004,5.6089902,16,1109400
1422,QUSP,NA,2,2,1,0,0,0,0,0,0,0,0,0,771739.8457,3842186.509,1,Qc,8,-6.7160902,12.6232004,1,1073890
1423,QUSP,NA,2,2,2,2,2,2,2,2,2,2,2,2,771696.5661,3842191.114,1,Qpp,8,-12.8877001,3.55425,4,1102800
1424,QUSP,NA,1,0,0,0,0,0,0,0,0,0,0,0,772325.5027,3842256.494,1,Qls,8,-12.4650002,16.5538006,9,991420
1425,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,771380.1462,3843063.31,1,Qac,23,-12.8106003,6.81322,24,1101680
1426,QULO,912,1,2,2,2,2,2,2,2,2,2,2,2,771081.738,3843124.751NA9,1,Qt3s,19,-10.8114996,1.59114,74,1097600
1427,QULO,913,2,2,2,2,2,2,2,2,2,2,2,2,771125.8597,3843126.248,1,Qt3s,19,-10.9301004,0,9,1092480
1428,QULO,914,2,2,2,2,2,2,2,2,2,2,2,1,771118.3005,3843169.873NA9,1,Qt3s,19,-12.6941004,3.1798301,13,1104710
1429,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771097.0965,3843109.195,1,Qt3s,19,-11.2248001,3.55425,65,1103070
1430,QUSP,NA,2,1,0,0,0,0,0,0,0,0,0,0,771935.0647,3841479.301,1,Qc,2,-11.9919004,9.96416,0,1059660
1431,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772140.5954,3843500.367,1,Qt3f,23,-26.2849007,3.3722899,1,1101910
1432,QULO,997,2,2,2,2,2,2,2,2,2,2,2,1,772168.9938,3843538.896,1,Qt3f,23,-25.9633999,4.6300201,2,1099830
1433,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772225.7138,3843633.662,1,Qt3f,2,-23.3801994,3.1798301,0,1105920
1434,QULO,995,2,2,2,2,2,2,2,2,2,2,2,1,772227.915,3843651.71,1,Qt3f,2,-23.8230991,0,1,1093530
1435,QULO,996,2,2,2,2,2,2,2,2,2,2,2,2,772185.9253,3843548.543,1,Qa,23,-27.7665005,5.6089902,5,1112150
1436,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772192.0688,3843576.25,1,Qa,23,-24.2103004,8.5076704,0,1116060
1437,QULO,1022,2,2,2,2,2,2,2,2,2,2,2,1,772110.4716,3843457.339,1,Qt3f,23,-24.3640003,3.3722899,0,1103060
1438,QUDO,2114,2,2,2,2,2,2,2,2,2,2,2,2,769487.5328,3847880.677,1,Qf,16,-24.5997009,13.9526997,3,1104320
1439,QUDO,1341,2,2,2,2,2,2,2,2,2,2,2,2,769447.6735,3847891.942,1,Qf,16,-23.8143997,7.9071598,0,1114440
1440,QUDO,2124,2,2,2,2,2,2,2,2,2,2,2,2,769424.2778,3847878.727,1,Qf,16,-23.1334991,11.5888004,1,1109410
1441,QUDO,2145,2,2,2,2,2,2,2,2,2,2,2,2,769450.4897,3847870.062,1,Qf,16,-24.2849998,10.5553999,0,1108550
1442,QUDO,1219,2,2,2,2,2,2,2,2,2,2,2,2,769466.9533,3847874.178,1,Qf,16,-25.1175003,10.9485998,22,1103990
1443,QUDO,1345,2,2,2,2,2,2,2,2,2,2,2,2,769465.6535,3847892.808,1,Qf,16,-24.4286003,13.9526997,7,1104930
1444,QUDO,1310,2,2,2,2,2,2,2,2,2,2,2,2,769461.1044,3847855.765,1,Qf,16,-25.7928009,10.5553999,7,1107720
1445,QUDO,2140,2,2,2,2,2,2,2,2,2,2,2,2,769359.5239,3847835.657NA9,1,Qf,16,-18.9538994,5.02004,1,1106820
1446,QUDO,1357,2,2,2,2,2,2,2,2,2,2,2,1,769343.0354,3847817.608,1,Qt2,18,-17.1937008,3.55425,0,1114850
1447,QUDO,2141,2,2,2,2,2,2,2,2,2,2,2,2,769334.7273,3847814.208NA9,1,Qt2,18,-15.5669003,1.12525,0,1105600
