FID,species,TAG0305,jan38,oct43,jun54,may67,jan80,may94,jul04,aug12,jul14,jun16,jul18,aug20,POINT_X,POINT_Y,usecode,surfgeol,soilgrid,tpi_500,slope9m,floaccum9m,solradmara
190,QULO,2121,2,2,2,2,2,2,2,2,2,2,2,2,771846.972,3842760.466,1,Qls,8,8.1674204,26.4230003,5,887059
191,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770872.125,3842762.75,1,Qc,16,-11.6124001,20.8756008,12,1097090
192,QULO,2151,2,2,2,2,2,2,2,2,2,2,2,2,771841.0397,3842767.067,1,Qls,8,5.2277498,21.8318996,0,944201
193,QULO,1108,1,1,1,1,1,1,1,1,1,1,1,1,771508.7341,3842777.794,1,Qc,13,0.559692,18.2245007,0,1079630
194,QULO,1112,2,2,2,2,2,2,2,2,2,2,2,2,771466.4125,3842834.016,1,Qc,13,-4.4038401,18.1028996,3,1060140
195,QULO,533,2,2,2,2,2,2,2,2,2,2,2,2,771466.6839,3842840.83,1,Qc,13,-3.62271,18.6716995,0,1054240
196,QULO,532,2,2,2,2,2,2,2,2,2,2,2,2,771443.5309,3842848.335,1,Qc,13,-9.4010601,4.6300201,18,1097020
197,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771688.2084,3842858.177,1,Qt3f,2,-10.7968998,2.5148399,0,1101640
198,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771548.4803,3842861.995,1,Qc,13,6.0709801,15.8163004,2,1069470
199,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772086.6732,3842865.607,1,Qc,8,18.5674992,18.9622993,0,962753
200,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772082.0309,3842868.835,1,Qc,8,16.7486992,19.3596001,2,960063
201,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772111.7649,3842872.67,1,Qc,8,15.3857002,18.9335003,2,965753
202,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771557.0907,3842875.269,1,Qc,23,2.2540901,25.0270004,4,1042910
203,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771557.0907,3842875.269,2,Qc,23,2.2540901,25.0270004,4,1042910
204,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772084.9976,3842877.92,1,Qc,8,13.375,23.8164997,1,910131
205,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770737.0934,3842879.489,1,Qc,16,-7.1883202,22.9330997,4,1051970
206,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771459.669,3842880.165,1,Qc,13,-3.9247999,15.7075005,0,1079020
207,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771469.8059,3842881.489,1,Qc,13,-2.17627,12.3857002,0,1086460
208,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772067.769,3842882.085,1,Qc,8,8.6092196,25.8789005,1,886961
209,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,772050.0762,3842882.415,1,Qc,8,7.8865399,28.1966,0,860079
210,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771465.8792,3842887.83,1,Qc,13,-2.29919,12.3857002,4,1086360
211,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771511.9458,3842889.41,1,Qc,13,7.25635,16.9908009,1,1050790
212,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,772092.1118,3842890.201,1,Qc,8,7.7481399,21.6886005,4,931501
213,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772036.9738,3842891.09,1,Qc,8,2.51877,25.5622997,11,896514
214,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772081.6892,3842899.245,1,Qf,8,3.2753301,23.3054008,0,918686
215,QULO,1114,2,2,2,2,2,2,2,2,2,2,2,2,771433.6595,3842905.032,1,Qa,13,-9.0564604,20.8756008,4,1044450
216,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770729.293,3842903.723,1,Qc,16,-8.5232496,20.0702991,23,1042070
217,QULO,1113,2,2,2,2,2,2,2,2,2,2,2,2,771449.5654,3842910.005,1,Qa,13,-4.5662799,13.4827003,0,1075470
218,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772095.8274,3842910.074,1,Qls,8,0.022522,23.2185993,1,925492
219,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772009.0523,3842915.66,1,Qls,8,-10.2222004,19.4990005,3,949982
220,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771432.3565,3842915.84,1,Qa,13,-8.32339,18.9335003,7,1080500
221,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770681.1667,3842917.2563NA,1,Qc,16,-12.5358,23.5629997,1,1105030
222,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771825.8154,3842920.085,1,Qc,8,-1.78452,17.2530003,1,981655
223,QULO,1115,2,2,2,2,2,2,2,2,2,2,2,1,771458.0083,3842920.33,1,Qa,13,-3.09338,16.4164009,2,1062330
224,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,770747.8142,3842926.745,1,Qc,16,2.23019,17.2530003,0,1062070
225,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771467.297,3842934.537,2,Qa,13,1.11722,16.4164009,45,1062620
226,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,770730.3101,3842934.973,1,Qc,16,-5.6080599,20.8756008,2,1070700
227,QULO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770668.5589,3842935.5,1,Qc,16,-9.0411701,24.3320007,1,1078610
228,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,771644.3209,3842938.467,1,Qt3f,2,-10.2126999,7.9071598,289,1078530
229,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771817.3402,3842939.968,1,Qc,8,-8.5620098,25.0270004,2,896791
230,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,771493.2927,3842939.491,1,Qc,13,6.2793899,13.3070002,10,1064200
231,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771833.269,3842941.415,1,Qc,8,-10.1328001,22.0443993,1,922993
232,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771824.0865,3842941.994,1,Qc,8,-9.1376305,27.0013008,1,871518
233,QUAG,NA,2,2,2,2,2,2,1,0,0,0,0,0,771446.1846,3842947.774,1,Qc,13,-1.67612,15.4127998,2,1100950
234,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771817.6917,3842950.16,1,Qc,8,-14.8935003,13.3512001,3,1008220
235,QUDO,NA,2,2,2,2,2,2,2,2,2,2,1,0,771633.8046,3842970.168,2,Qt3f,2,-10.5721998,8.1378403,0,1095520
236,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770663.8726,3842976.84,1,Qc,16,0.662048,18.4647999,8,1097350
237,QULO,1116,2,2,2,2,2,2,2,2,2,2,2,2,771455.9458,3842979.42,1,Qc,13,3.2443199,14.7630997,0,1040690
238,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771427.2765,3842983.619,1,Qc,13,-5.1691599,13.6557999,0,1033030
239,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770583.7821,3842988.755,1,Qbf,16,-17.8451996,15.3754997,0,1098620
240,QULO,1117,2,2,2,2,2,2,2,2,2,2,1,1,771452.9684,3842998.66,1,Qc,13,-2.2488999,20.5690002,2,972534
241,QULO,1134,2,2,2,2,2,2,2,2,2,2,2,2,771528.4059,3842998.835,1,Qc,13,11.0003004,6.3401899,1,1089540
242,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771494.6119,3842999.585,1,Qc,13,9.4540701,10.2643995,0,1054710
243,QULO,1119,2,2,2,2,2,2,2,2,2,2,2,2,771412.3176,3842999.648,1,Qt3s,13,-9.2468004,4.6300201,0,1077490
244,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770640.0157,3843010.343,1,Qc,22,6.4015799,12.9017,3,1124190
245,QULO,1118,2,2,2,2,2,2,2,2,2,2,2,2,771454.6839,3843009.263,1,Qc,13,-3.5954599,15.5241003,52,1055380
246,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771453.3632,3843016.79,1,Qc,13,-4.85919,15.5241003,52,1055380
247,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771338.8868,3843012.471,1,Qt3s,23,-9.4759502,1.59114,0,1099660
248,QULO,NA,2,2,2,2,2,2,2,2,1,1,1,1,770576.0416,3843024.701,1,Qc,16,-10.4396,27.9545994,10,1055170
249,QULO,1135,2,2,2,2,2,2,2,2,2,2,2,2,771516.1666,3843027.33,1,Qc,13,8.6864901,11.9947004,5,1062440
250,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770556.35361NA,3843028.089,1,Qc,16,-17.3896999,23.9001007,11,1058950
251,QULO,991,2,2,2,2,2,2,2,2,2,2,2,2,771328.1926,3843026.185,1,Qt3s,23,-9.8743896,1.12525,1,1088960
252,QUDO,NA,1,2,2,2,2,2,2,2,2,2,2,2,770529.6219,3843029.258,1,Qbf,16,-23.6035995,8.9301395,6,1100960
253,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771337.8269,3843034.005,1,Qt3s,23,-10.1989002,3.1798301,3,1090570
254,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771599.7241,3843033.29,1,QTp,13,-9.3664598,9.5266104,179,1111370
255,QULO,1136,2,2,2,2,2,2,2,2,2,1,1,1,771536.5594,3843043.741,1,Qc,13,8.2402601,4.4923501,0,1077470
256,QULO,1137,2,2,2,2,2,2,2,2,2,2,1,1,771545.8541,3843044.25,1,Qc,13,4.8363299,11.5888004,1,1048920
257,QUDO,NA,2,2,2,2,2,2,2,1,1,0,0,0,771645.044,3843043.637,1,Qt3f,23,-12.9106998,2.24963,2,1081450
258,QUAG,NA,2,2,2,2,2,1,1,1,1,1,0,0,771538.8089,3843047.969,1,Qc,13,7.01965,12.3857002,2,1052390
259,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771771.2666,3843057.75,1,Qt3f,2,-15.8920002,4.4923501,10,1104140
260,QUAG,NA,2,2,2,2,2,2,2,2,2,2,1,2,771717.2521,3843066.648,1,Qt3f,23,-13.7330999,2.5148399,3,1095390
261,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771641.8565,3843088.586,1,Qtpt,13,-11.1987,26.8803005,2,1002560
262,QULO,NA,2,2,2,2,2,2,2,0,0,0,0,0,771659,3843090.5,1,Qtpt,13,-14.1863003,1.59114,2576,1082990
263,QULO,989,2,2,2,2,2,2,2,2,2,2,2,1,771358.4213,3843101.85,1,QTp,13,-12.7876997,14.4855003,1,1097340
264,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771698.3637,3843099.786,2,Qtpt,23,-14.7556,3.55425,5,1073530
265,QULO,988,2,2,2,2,2,2,2,2,2,2,2,2,771328.8838,3843102.24,1,QTp,23,-13.4808998,13.3070002,4,1120840
266,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771728.1896,3843107.51,2,Qtpt,23,-15.8347998,3.55425,0,1074800
267,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771709.3012,3843105.694,2,Qtpt,23,-15.6913004,3.55425,4,1074100
268,QUAG,NA,0,0,0,0,0,0,0,1,2,2,2,2,771649.7291,3843109.303,1,Qls,13,-12.2699003,23.4561996,8,1065960
269,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771900.3454,3843124.851,1,Qc,8,-20.7821007,5.7193398,0,1073480
270,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771884.5219,3843135.967,1,Qt3f,2,-22.1739998,3.55425,11,1083330
271,QULO,908,2,2,2,2,2,2,2,2,2,2,2,1,770963.0393,3843138.25,1,Qc,8,12.9383001,19.4990005,0,1001320
272,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771751.7232,3843147.286,1,Qtpt,23,-18.5788002,5.02004,0,1078490
273,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770966.4282,3843150.729,2,Qc,19,7.4474802,34.4524994,1,849180
274,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770964.15738NA,3843155.736,2,Qc,19,7.1352801,33.3772011,1,854255
275,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770947.7407,3843169.264,2,Qc,8,8.35641,33.2480011,1,851410
276,QULO,1009,2,2,2,2,2,2,2,2,2,2,2,2,771996.0139,3843175.914,1,Qc,8,-4.5528898,22.0443993,0,988319
277,QULO,NA,0,0,0,0,0,0,0,1,1,1,2,2,771790.477,3843178.176,1,Qtpt,23,-20.0603008,8.0617199,205,1086040
278,QUAG,501,2,2,2,2,2,2,2,2,2,2,2,2,771299.1292,3843178.413,1,QTp,23,-12.7670002,10.2643995,1,1111670
279,QULO,986,1,1,1,2,2,2,2,2,2,2,2,2,771341.5281,3843179.379,2,Qt3s,23,-12.2053003,21.4710999,1,954810
280,QUAG,1327,0,0,0,0,0,0,1,2,2,2,2,2,772010.3149,3843183.956,1,Qc,8,-4.3041101,20.6975002,0,957837
281,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771773.1108,3843184.898,2,Qtpt,23,-19.0056992,4.7636399,1343,1086130
282,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771991.912,3843192.5,1,Qc,8,-10.7168999,23.3917007,2,936792
283,QULO,1011,2,2,2,2,2,2,2,2,2,2,2,1,772051.4583,3843192.664,1,Qc,8,-0.160156,22.4379997,5,926952
284,QULO,1010,2,2,2,2,2,2,2,2,2,2,2,1,772040.2176,3843193.25,1,Qc,8,-2.6747999,22.9330997,0,924525
285,QULO,673,2,2,2,2,2,2,2,2,2,2,2,2,771197.9858,3843196.374,1,Qt3s,19,-12.2975998,1.59114,1,1099450
286,QULO,1012,2,2,2,2,2,2,2,2,2,2,2,2,772074.8264,3843196.75,1,Qc,8,-1.17618,16.4164009,0,980489
287,QULO,1203,0,0,0,0,0,0,0,1,2,2,2,2,771125,3843200,1,Qt3s,19,-12.8030005,0,1,1092490
288,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770924.2477,3843202.5,1,Qc,8,10.2011995,25.3920994,0,962921
289,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770361.3588,3843202.829,1,Qbf,16,-27.2320995,14.3646002,12,1096740
290,QULO,1013,2,2,2,2,2,2,2,2,2,2,2,1,772036.8379,3843203.75,1,Qc,8,-6.6824298,24.1278,1,916077
291,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771362.8102,3843204.685,2,Qc,13,-9.3911104,30.2847004,1,906584
292,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770377.5301,3843206.685,1,Qc,16,-22.9172993,17.4463997,1,1095640
293,QULO,670,2,2,2,2,2,2,2,2,2,2,2,2,771164.8652,3843207.133,1,Qt3s,19,-11.8374004,2.5148399,2,1102530
294,QULO,987,1,2,2,2,2,2,2,2,2,2,2,2,771312.1209,3843210.75,1,Qt3s,23,-14.0423002,7.0813498,0,1095610
295,QULO,1008,2,2,2,2,2,2,2,2,2,2,2,2,772005.9653,3843212.336,2,Qc,8,-14.6162996,22.9330997,0,921722
296,QULO,909,2,2,2,2,2,2,2,2,2,2,2,2,770912.1563,3843214.8374NA,1,Qc,8,10.4489002,22.7996006,2,1005860
297,QULO,985,2,2,2,2,2,2,2,2,2,2,2,2,771372.0502,3843203.959,2,Qc,13,-4.6017199,22.4379997,8,984901
298,QULO,1014,2,2,2,2,2,2,2,2,2,2,2,1,772054.9398,3843217.171,1,Qc,8,-8.6569204,23.3269997,1,913015
299,QULO,NA,2,2,2,2,2,2,0,0,0,0,0,0,771161.1924,3843217.904,1,Qt3s,19,-12.2368002,0,0,1092830
300,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771037.3158,3843228.717,1,Qt3s,19,-13.310NA,2.5148399,0,1100060
301,QULO,777,2,2,2,2,2,2,2,2,2,2,2,2,771123.3406,3843232,1,Qt3s,19,-12.9097004,2.5148399,3,1094810
302,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770908.1656,3843234,1,Qc,8,11.454NA,27.2066002,1,988483
303,QULO,910,2,2,2,2,2,2,2,2,2,2,2,2,770941.651,3843236.011,1,Qc,19,-7.0228,27.2066002,6,980645
304,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771182.4719,3843237.485,1,Qt3s,19,-12.7039003,0,2,1092870
305,QUDO,NA,2,2,2,2,2,2,0,0,0,0,0,0,771818.1495,3843239.019,1,Qtpt,2,-20.8964005,7.82868,1,1106110
306,QULO,668,2,2,2,2,2,2,2,2,2,2,2,2,771221.79061NA,3843242.413,1,Qt3s,19,-12.6398001,1.59114,1,1099390
307,QULO,669,2,2,2,2,2,2,2,2,2,2,2,2,771171.2563,3843243.206,1,Qt3s,19,-12.9524002,0,0,1092840
308,QULO,982,2,2,2,2,2,2,2,2,2,2,2,2,771410.2969,3843247,1,Qc,13,6.9141798,14.4855003,0,1024890
309,QULO,1015,2,2,2,2,2,2,2,2,2,2,2,2,772109.2031,3843263,1,Qc,8,-12.191,12.5288,17,1069920
310,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770902.5594,3843265.75,1,Qc,8,12.7764997,33.6901016,1,943293
311,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771848.7584,3843268.5,1,Qt3f,23,-22.4542999,2.5148399,1173,1084400
312,QULO,983,2,2,2,2,2,2,2,2,2,2,2,2,771361.976,3843276.754,1,Qc,13,-9.3223896,6.3401899,205,1083780
313,QULO,984,2,2,2,2,2,2,2,2,2,2,2,2,771360.5143,3843284.25,1,Qc,13,-9.6834402,6.3401899,205,1083780
314,QULO,562,2,2,2,2,2,2,2,2,2,2,2,2,771299.0274,3843288.711,1,Qc,13,-13.9127998,6.81322,1,1108850
315,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771861.2475,3843309,1,Qat,2,-20.8118992,6.0379901,281,1109030
316,QULO,1018,2,2,2,2,2,2,2,2,2,2,2,2,772197.7198,3843311.272,2,Qc,8,-0.949341,26.6532001,1,876201
317,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771591.1151,3843312.675,1,Qc,13,42.3431015,17.0568008,2,979692
318,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771577.16001NA,3843314.46,2,Qc,13,42.9002991,16.6898003,0,986114
319,QULO,1019,2,2,2,2,2,2,2,2,2,2,2,2,772215.3075,3843314.712,2,Qc,8,-5.83813,23.0214996,5,916289
320,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,771549,3843315,1,Qc,13,37.0217018,22.4379997,1,957746
321,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772184.3558,3843315.462,2,Qc,8,-3.1211901,22.7996006,1,919397
322,QULO,NA,2,2,1,1,1,1,1,1,1,1,1,0,771270,3843318,2,Qt3s,23,-18.7768002,1.12525,1854,1090320
323,QULO,1017,2,2,2,2,2,2,2,2,2,2,2,2,772198.2758,3843322.133,2,Qc,8,-7.0143099,24.6135998,0,899277
324,QULO,981,2,2,2,2,2,2,2,2,2,2,2,2,771571.9684,3843324.077,1,Qc,13,37.8819008,22.5972004,0,933466
325,QULO,1016,2,2,2,2,2,2,2,2,2,2,2,2,772183.2133,3843324.943,2,Qc,8,-7.1859698,23.9624996,2,904326
326,QULO,168,2,2,2,2,2,2,2,2,2,2,2,2,771117.5625,3843328.342,1,Qt3s,19,-14.9398003,2.5148399,9,1087750
327,QUAG,1230,0,0,0,0,0,0,0,0,1,1,1,2,771342,3843331,1,Qc,2,-6.2020001,21.5438995,1,949691
328,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771899.5219,3843333.617,1,Qat,2,-23.2894001,7.1684098,321,1113080
329,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771136,3843335,1,Qt3s,19,-15.0895996,3.3722899,2,1100970
330,QUAG,NA,2,2,2,2,2,2,2,1,1,1,0,0,771357.944NA99,3843337.001NA9,1,Qc,2,-5.6600299,11.9947004,0,1018900
331,QULO,1020,2,2,2,2,2,2,2,2,2,2,2,1,772173.6183,3843337.923,2,Qc,8,-10.7770996,19.3596001,9,956210
332,QULO,NA,2,2,2,2,2,2,2,2,1,1,1,1,771360.4475,3843339.72,1,Qc,2,-6.8209801,16.2777004,2,986855
333,QUDO,NA,2,2,2,2,2,2,2,2,2,2,1,0,772155.5717,3843339.75,2,Qc,8,-8.8282204,18.2245007,2,971752
334,QULO,976,2,2,2,2,2,2,2,2,2,2,1,1,771376.2592,3843341.248,1,Qc,13,-5.1610098,12.1919003,0,1032550
335,QULO,975,2,2,2,2,2,2,2,2,2,2,2,2,771354.8358,3843343.674NA9,1,Qc,2,-8.9696398,19.1907005,0,962390
336,QULO,167,2,2,2,2,2,2,0,0,0,0,0,0,771119.5964NA9,3843346.342,1,Qt3s,19,-14.5172997,3.3722899,6,1101320
337,QULO,524,2,2,2,2,2,2,2,2,2,2,2,2,771326.269,3843346.531,1,QTp,23,-15.7098999,12.6232004,89,1073000
338,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772196.5304,3843347.075,2,Qc,8,-15.9766998,17.8563995,3,966937
339,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772167.2381,3843347.134,2,Qc,8,-13.5486002,18.2245007,7,970798
340,QUDO,NA,2,2,2,2,2,2,2,2,2,2,1,2,772155.8409,3843347.724,2,Qc,8,-10.9106998,18.2245007,0,972406
341,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772093.2677,3843349.561,2,Qc,8,-14.6379995,14.6844997,1,1007440
342,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772133.9542,3843350.017,2,Qc,8,-8.8162804,18.6716995,0,961976
343,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770821.4083,3843350.235,2,Qc,8,17.2101994,18.9335003,1,1110890
344,QUAG,2460,2,2,2,2,2,2,2,2,2,2,2,1,771316.7851,3843353.326,1,QTp,23,-17.8239994,11.1665001,1,1100200
345,QULO,169,2,2,2,2,2,2,2,2,2,2,2,2,771105.925,3843352.5,1,Qt3s,19,-14.7743998,1.59114,4,1099050
346,QUDO,NA,1,1,1,1,2,2,2,2,2,2,2,2,772184.6917,3843352.662,2,Qc,8,-17.5296993,17.2530003,5,973025
347,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770865.6651,3843355.265,1,Qc,8,17.3150005,25.316,1,915303
348,QULO,NA,2,2,2,1,0,0,0,0,0,0,0,0,771567,3843359,1,Qc,13,24.8171005,17.8563995,1,968795
349,QUAG,NA,0,0,0,0,0,0,0,1,1,1,1,2,770887.6255,3843360.027,1,Qc,8,8.7599802,23.5629997,2,926630
350,QULO,874,2,2,2,2,2,2,2,2,2,2,2,2,771309.3156,3843359.174,1,QTp,23,-17.9412003,11.5888004,1,1114480
351,QULO,1007,2,2,2,2,2,2,2,2,2,2,2,2,772001.5904,3843360.887,1,Qat,23,-25.6417999,8.7216301,3,1042410
352,QUAG,NA,0,0,0,0,0,0,0,1,1,1,1,2,770878.3651,3843361.615,1,Qc,8,10.4816999,23.4561996,4,928952
353,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772105.0039,3843362.472,1,Qc,8,-16.3686008,19.3596001,3,956324
354,QULO,1214,2,2,2,2,2,2,2,2,2,2,2,1,771162.2375,3843365.674NA9,1,Qt3s,19,-15.2467003,1.59114,1,1092180
355,QULO,1106,2,2,2,2,2,2,2,2,2,2,2,2,771538.625,3843366.706,1,Qc,13,21.5998001,19.8551998,8,956875
356,QULO,915,2,2,2,2,2,2,2,2,2,2,2,1,770923.4446,3843371.409,1,Qc,8,-3.51669,16.655899,1,1023680
357,QULO,882,2,2,2,2,2,2,2,2,2,2,2,1,771307.5558,3843371.557,1,QTp,2,-15.4286003,12.2406998,546,1110170
358,QULO,916,2,2,2,2,2,1,1,1,1,1,1,0,770887.2537,3843373.453,1,Qc,8,4.1997099,19.4990005,13,976377
359,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770829.03766NA,3843373.844,1,Qc,8,20.1033993,9.4623203,0,1084300
360,QULO,1006,2,2,2,2,2,2,2,2,2,2,2,2,771969.0519,3843376.656,1,Qat,2,-25.3640003,10.5553999,1102,1116410
361,QUDO,1107,2,2,2,2,2,2,2,2,2,2,2,2,771582.4094,3843377.191,1,Qc,13,20.6882992,17.6054993,0,977344
362,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772118.1182,3843377.646,2,Qc,8,-21.3150997,22.0443993,8,930143
363,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772192.9238,3843379.139,1,Qls,8,-25.1842003,11.1125002,15,1024970
364,QULO,639,2,2,2,2,2,2,2,2,2,2,2,1,771309.4459,3843379.232,1,Qc,2,-15.7931004,7.9071598,0,1103760
365,QULO,979,2,2,2,2,2,2,2,2,2,2,2,1,771510.0807,3843379.581,1,Qc,13,12.0528002,20.8756008,16,937423
366,QULO,636,2,2,2,2,2,2,2,2,2,2,2,2,770847.7724,3843380.015,1,Qc,8,11.4673004,25.0270004,4,958436
367,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771109.62,3843384.423,1,Qt3s,19,-15.9238005,0,1,1092170
368,QUDO,1232,2,2,2,2,2,2,2,2,2,2,2,2,771546,3843386,1,Qc,13,12.5998001,19.3596001,2,957290
369,QULO,918,2,2,2,2,2,2,2,2,2,2,1,1,770874.6131,3843387.702,1,Qls,8,4.0935102,17.2530003,13,1012510
370,QULO,1215,2,2,2,2,2,2,2,2,2,2,2,2,771214.8417,3843392.471,1,Qt3s,23,-17.5431004,5.02004,18,1066890
371,QULO,980,2,2,2,2,2,2,2,2,2,2,2,2,771532.8125,3843397.441,1,Qc,13,6.5689998,22.0443993,13,931068
372,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772145.0808,3843399.627,1,Qc,8,-26.9633007,11.4324999,7,1023690
373,QULO,174,2,2,2,2,2,2,2,2,2,2,2,2,771283.1259,3843399.865,1,Qc,2,-16.3507004,0,847,1092500
374,QULO,977,0,1,2,2,2,2,2,2,2,2,2,2,771488.0646,3843402.529,1,Qc,13,4.8210101,16.2777004,0,980910
375,QULO,1005,2,2,2,2,2,2,2,2,2,2,2,2,771984.3372,3843402.535,1,Qt3f,2,-23.6301003,3.1798301,1,1106150
376,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772211.4639,3843403.425,2,Qc,8,-20.2859001,12.9017,10,1082220
377,QUAG,2458,2,2,2,2,2,2,2,2,2,2,2,2,771451.525,3843404.883,1,Qc,13,1.80927,25.8789005,1,881844
378,QULO,164,2,2,2,2,2,2,2,2,2,2,2,2,771207.8458,3843407.75,1,Qt3s,23,-18.1266994,4.7636399,0,1088600
379,QULO,635,2,2,2,2,2,2,2,2,2,2,2,2,770946.0264,3843410.802,1,Qls,19,-10.1646004,11.5888004,1,1046380
380,QULO,978,2,2,2,2,2,2,2,2,2,2,2,2,771494.07918NA,3843410.808,1,Qc,13,0.291077,20.6718998,22,933954
381,QUDO,NA,2,2,2,2,2,2,2,1,0,0,0,0,772158.475,3843415.513,1,Qat,8,-28.9080009,11.1125002,637,1066410
382,QUAG,504,2,2,2,2,2,2,2,2,2,2,2,2,771222.3709,3843416,1,Qt3s,23,-19.5797005,3.3722899,0,1101220
383,QULO,923,2,2,2,2,2,2,2,2,2,2,1,2,770919.1452,3843423.202,1,Qls,8,-8.5703096,14.1191998,2,1055100
